ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
218598_at	RINT1	RAD50 interactor 1	0.317	3.02
218599_at	REC8	REC8 meiotic recombination protein	0.385	2.126
218600_at	LIMD2	LIM domain containing 2	0.496	2.728
218604_at	LEMD3	LEM domain containing 3	0.199	2.589
218605_at	TFB2M	transcription factor B2, mitochondrial	0.271	2.695
218615_s_at	TMEM39A	transmembrane protein 39A	-0.458	3.03
218616_at	INTS12	integrator complex subunit 12	0.289	4.06
218620_s_at	HEMK1	HemK methyltransferase family member 1	0.298	4.007
218621_at	HEMK1	HemK methyltransferase family member 1	0.515	3.454
218622_at	NUP37	nucleoporin 37	0.336	6.183
218626_at	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	-0.359	7.339
218645_at	ZNF277	zinc finger protein 277	0.201	2.628
218647_s_at	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	0.245	2.439
218652_s_at	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	0.202	2.205
218653_at	SLC25A15	solute carrier family 25 member 15	-0.269	2.554
218673_s_at	ATG7	autophagy related 7	-0.568	5.07
218695_at	EXOSC4	exosome component 4	-0.531	4.565
218698_at	APIP	APAF1 interacting protein	-0.226	3.009
218699_at	RAB29	RAB29, member RAS oncogene family	-0.49	3.12
218704_at	RNF43	ring finger protein 43	0.163	2.361
218710_at	TTC27	tetratricopeptide repeat domain 27	0.295	2.206
218714_at	PRR14	proline rich 14	0.304	2.384
218721_s_at	C1orf27	chromosome 1 open reading frame 27	0.486	3.066
218725_at	SLC25A22	solute carrier family 25 member 22	-0.391	2.633
218732_at	PTRH2	peptidyl-tRNA hydrolase 2	-0.276	2.505
218733_at	MSL2	male-specific lethal 2 homolog (Drosophila)	-0.724	4.847
218737_at	SBNO1	strawberry notch homolog 1	-0.467	4.421
218739_at	ABHD5	abhydrolase domain containing 5	-0.34	2.523
218740_s_at	CDK5RAP3	CDK5 regulatory subunit associated protein 3	0.368	4.137
218743_at	CHMP6	charged multivesicular body protein 6	-0.312	2.963
218748_s_at	EXOC5	exocyst complex component 5	-0.549	4.026
218752_at	ZMAT5	zinc finger matrin-type 5	-0.33	2.83
218773_s_at	MSRB2	methionine sulfoxide reductase B2	-0.522	3.716
218774_at	DCPS	decapping enzyme, scavenger	-0.21	2.27
218776_s_at	TMEM62	transmembrane protein 62	-0.245	2.981
218777_at	REEP4	receptor accessory protein 4	-0.48	4.371
218787_x_at	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	-0.664	4.614
218789_s_at	C11orf71	chromosome 11 open reading frame 71	-0.281	2.22
218802_at	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	0.24	2.259
218809_at	PANK2	pantothenate kinase 2	-0.287	3.261
218812_s_at	ORAI2	ORAI calcium release-activated calcium modulator 2	0.416	2.784
218828_at	TMEM256-PLSCR3///PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)///phospholipid scramblase 3	0.323	2.367
218830_at	RPL26L1	ribosomal protein L26 like 1	-0.232	2.256
218831_s_at	FCGRT	Fc fragment of IgG receptor and transporter	-0.863	6.286
218841_at	ASB8	ankyrin repeat and SOCS box containing 8	0.401	4.176
218842_at	RPAP3	RNA polymerase II associated protein 3	0.225	3.021
218848_at	THOC6	THO complex 6	-0.985	9.193
218850_s_at	LIMD1	LIM domains containing 1	-0.552	3.685
218854_at	DSE	dermatan sulfate epimerase	-0.397	2.723
218859_s_at	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	1.462	6.829
218861_at	RNF25	ring finger protein 25	-0.247	2.43
218862_at	ASB13	ankyrin repeat and SOCS box containing 13	-0.306	2.27
218864_at	TNS1	tensin 1	0.982	2.306
218866_s_at	POLR3K	RNA polymerase III subunit K	-0.702	5.156
218870_at	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15	0.47	4.739
218874_s_at	ATAT1	alpha tubulin acetyltransferase 1	0.147	2.221
218877_s_at	TRMT11	tRNA methyltransferase 11 homolog	0.359	3.342
218881_s_at	FOSL2	FOS like 2, AP-1 transcription factor subunit	-0.433	2.109
218888_s_at	NETO2	neuropilin and tolloid like 2	-0.351	2.13
218903_s_at	NABP2	nucleic acid binding protein 2	0.245	2.247
218908_at	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4	-0.328	2.753
218909_at	RPS6KC1	ribosomal protein S6 kinase C1	-0.22	2.617
218912_at	GCC1	GRIP and coiled-coil domain containing 1	-0.39	4.479
218916_at	ZNF768///ZNF747	zinc finger protein 768///zinc finger protein 747	0.409	2.4
218917_s_at	ARID1A	AT-rich interaction domain 1A	-0.349	5.678
218923_at	CTBS	chitobiase	0.26	2.434
218929_at	CDKN2AIP	CDKN2A interacting protein	0.179	2.102
218932_at	ZNHIT6	zinc finger HIT-type containing 6	0.264	2.177
218936_s_at	CCDC59	coiled-coil domain containing 59	0.348	5.776
218938_at	FBXL15	F-box and leucine rich repeat protein 15	-0.353	3.465
218940_at	VCPKMT	valosin containing protein lysine methyltransferase	0.294	2.932
218942_at	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	-0.358	3.669
218949_s_at	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	0.527	4.107
218954_s_at	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit	-0.457	3.397
218957_s_at	PAAF1	proteasomal ATPase associated factor 1	0.227	2.37
218958_at	C19orf60	chromosome 19 open reading frame 60	-0.395	4.09
218962_s_at	TMEM168	transmembrane protein 168	-0.386	5.403
218964_at	ARID3B	AT-rich interaction domain 3B	0.245	2.496
218966_at	MYO5C	myosin VC	0.13	2.958
218970_s_at	CUTC	cutC copper transporter	0.164	2.183
218972_at	TTC17	tetratricopeptide repeat domain 17	0.301	3.423
218974_at	SOBP	sine oculis binding protein homolog	0.457	2.652
218982_s_at	MRPS17	mitochondrial ribosomal protein S17	-0.368	3.458
218988_at	SLC35E3	solute carrier family 35 member E3	-0.281	3.15
218989_x_at	SLC30A5	solute carrier family 30 member 5	-0.343	3.528
218996_at	TFPT	TCF3 fusion partner	-0.432	4.792
219002_at	FASTKD1	FAST kinase domains 1	-0.218	2.319
219007_at	NUP43	nucleoporin 43	-0.243	3.721
219008_at	LDAH	lipid droplet associated hydrolase	0.424	2.618
219015_s_at	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	-0.283	4.217
219017_at	ETNK1	ethanolamine kinase 1	-0.409	2.576
219022_at	C12orf43	chromosome 12 open reading frame 43	-0.308	2.608
219024_at	PLEKHA1	pleckstrin homology domain containing A1	0.69	2.933
219032_x_at	OPN3	opsin 3	-0.295	2.605
219034_at	PARP16	poly(ADP-ribose) polymerase family member 16	0.37	3.185
219052_at	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	-0.381	2.87
219058_x_at	TINAGL1	tubulointerstitial nephritis antigen like 1	0.191	2.713
219060_at	WDYHV1	WDYHV motif containing 1	-0.315	2.993
219065_s_at	DPY30///MEMO1	dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1	-0.186	2.942
219066_at	PPCDC	phosphopantothenoylcysteine decarboxylase	-0.371	3.055
219067_s_at	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	0.235	2.751
219070_s_at	MOSPD3	motile sperm domain containing 3	-0.568	6.859
219073_s_at	OSBPL10	oxysterol binding protein like 10	1.601	5.073
219074_at	TMEM184C	transmembrane protein 184C	-0.452	5.546
219093_at	PID1	phosphotyrosine interaction domain containing 1	-0.715	3.763
219097_x_at	SMIM7	small integral membrane protein 7	-0.744	8.877
219098_at	MYBBP1A	MYB binding protein 1a	0.151	2.172
219099_at	TIGAR	TP53 induced glycolysis regulatory phosphatase	-0.3	2.938
219104_at	RNF141	ring finger protein 141	-0.455	2.991
219109_at	SPAG16	sperm associated antigen 16	0.534	2.288
219112_at	RAPGEF6	Rap guanine nucleotide exchange factor 6	0.618	4.335
219113_x_at	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	0.193	2.121
219116_s_at	DCUN1D2	defective in cullin neddylation 1 domain containing 2	-0.315	3.122
219124_at	TTI2	TELO2 interacting protein 2	-0.285	2.22
219125_s_at	SLC50A1	solute carrier family 50 member 1	-0.388	3.855
219126_at	PHF10	PHD finger protein 10	0.232	2.473
219149_x_at	DBR1	debranching RNA lariats 1	-0.282	2.516
219156_at	SYNJ2BP-COX16///SYNJ2BP	SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein	0.23	2.231
219157_at	KLHL2	kelch like family member 2	-0.267	3.675
219158_s_at	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	1.291	4.97
219161_s_at	CKLF-CMTM1///CKLF	CKLF-CMTM1 readthrough///chemokine like factor	-0.327	2.567
219162_s_at	MRPL11	mitochondrial ribosomal protein L11	-0.654	5.367
219166_at	DNAAF2	dynein axonemal assembly factor 2	-0.429	4.394
219174_at	IFT74	intraflagellar transport 74	0.601	5.306
219177_at	BRIX1	BRX1, biogenesis of ribosomes	0.23	3.417
219190_s_at	AGO4	argonaute 4, RISC catalytic component	-0.604	4.289
219210_s_at	RAB8B	RAB8B, member RAS oncogene family	-0.603	7.568
219219_at	TMEM160	transmembrane protein 160	-0.727	6.854
219223_at	CACFD1	calcium channel flower domain containing 1	0.271	2.825
219228_at	ZNF331	zinc finger protein 331	0.578	4.185
219234_x_at	SCRN3	secernin 3	-0.317	2.309
219235_s_at	PHACTR4	phosphatase and actin regulator 4	-0.617	3.266
219237_s_at	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	0.477	3.638
219239_s_at	ZNF654	zinc finger protein 654	0.833	5.037
219260_s_at	ELP5	elongator acetyltransferase complex subunit 5	-0.579	2.721
219275_at	PDCD5	programmed cell death 5	-0.323	2.515
219280_at	BRWD1	bromodomain and WD repeat domain containing 1	-0.388	4.471
219286_s_at	RBM15	RNA binding motif protein 15	-0.311	3.762
219289_at	HEATR3	HEAT repeat containing 3	-0.453	3.323
219297_at	WDR44	WD repeat domain 44	-0.279	4.337
219300_s_at	CNTNAP2	contactin associated protein-like 2	1.193	3.54
219301_s_at	CNTNAP2	contactin associated protein-like 2	0.611	3.072
219311_at	CEP76	centrosomal protein 76	-0.39	2.974
219316_s_at	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2	-0.629	3.927
219324_at	NOL12	nucleolar protein 12	-0.301	3.198
219326_s_at	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	-0.676	6.197
219334_s_at	NABP1	nucleic acid binding protein 1	-0.401	2.816
219342_at	CASD1	CAS1 domain containing 1	-0.467	4.003
219343_at	CDC37L1	cell division cycle 37 like 1	-0.328	4.713
219349_s_at	EXOC2	exocyst complex component 2	-0.4	3.984
219353_at	NHLRC2	NHL repeat containing 2	-0.588	5.882
219359_at	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	0.583	2.213
219361_s_at	AEN	apoptosis enhancing nuclease	0.506	5.049
219368_at	NAP1L2	nucleosome assembly protein 1 like 2	-0.536	3.332
219371_s_at	KLF2	Kruppel like factor 2	-0.227	3.565
219373_at	DPM3	dolichyl-phosphate mannosyltransferase subunit 3	-0.357	3.194
219375_at	CEPT1	choline/ethanolamine phosphotransferase 1	-0.723	6.051
219376_at	ZNF322	zinc finger protein 322	-0.81	5.5
219378_at	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	-0.231	2.57
219382_at	SERTAD3	SERTA domain containing 3	-1.094	6.884
219386_s_at	SLAMF8	SLAM family member 8	-0.946	3.589
219399_at	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	-0.906	7.829
219402_s_at	DERL1	derlin 1	-0.306	3.073
219409_at	SNIP1	Smad nuclear interacting protein 1	-0.454	4.224
219413_at	ACBD4	acyl-CoA binding domain containing 4	0.25	2.253
219423_x_at	TNFRSF25	TNF receptor superfamily member 25	-0.629	2.61
219437_s_at	ANKRD11	ankyrin repeat domain 11	2.59	6.042
219446_at	RIC8B	RIC8 guanine nucleotide exchange factor B	-0.294	2.999
219449_s_at	TMEM70	transmembrane protein 70	-0.283	3.066
219451_at	MSRB2	methionine sulfoxide reductase B2	-0.431	3.709
219460_s_at	TMEM127	transmembrane protein 127	-0.212	2.784
219470_x_at	CCNJ	cyclin J	-0.633	4.836
219471_at	KIAA0226L	KIAA0226 like	0.862	3.69
219473_at	GDAP2	ganglioside induced differentiation associated protein 2	-0.426	5.115
219477_s_at	LOC101930578///MRPS31P5///THSD1	uncharacterized LOC101930578///mitochondrial ribosomal protein S31 pseudogene 5///thrombospondin type 1 domain containing 1	0.372	2.351
219484_at	HCFC2	host cell factor C2	-0.312	3.79
219485_s_at	PSMD10	proteasome 26S subunit, non-ATPase 10	-0.15	2.143
219486_at	DUS2	dihydrouridine synthase 2	0.228	2.204
219490_s_at	DCLRE1B	DNA cross-link repair 1B	-0.384	3.28
219492_at	CHIC2	cysteine rich hydrophobic domain 2	-0.806	6.398
219496_at	SOWAHC	sosondowah ankyrin repeat domain family member C	-1.135	5.035
219498_s_at	BCL11A	B-cell CLL/lymphoma 11A	0.946	6.458
219504_s_at	RPAP2	RNA polymerase II associated protein 2	0.94	5.53
219506_at	C1orf54	chromosome 1 open reading frame 54	-0.462	3.861
219513_s_at	SH2D3A	SH2 domain containing 3A	0.575	3.335
219515_at	PRDM10	PR/SET domain 10	-0.531	6.827
219517_at	ELL3	elongation factor for RNA polymerase II 3	0.572	3.476
219518_s_at	ELL3	elongation factor for RNA polymerase II 3	0.43	2.501
219529_at	CLIC3	chloride intracellular channel 3	-1.167	2.946
219530_at	PALB2	partner and localizer of BRCA2	-0.34	3.55
219539_at	GEMIN6	gem nuclear organelle associated protein 6	-0.45	5.081
219549_s_at	RTN3	reticulon 3	-1.376	7.772
219551_at	EAF2	ELL associated factor 2	0.431	3.322
219571_s_at	ZNF12	zinc finger protein 12	0.332	3.113
219580_s_at	TMC5	transmembrane channel like 5	0.168	2.623
219587_at	TTC12	tetratricopeptide repeat domain 12	0.837	4.405
219590_x_at	DPH5	diphthamide biosynthesis 5	0.244	2.336
219593_at	SLC15A3	solute carrier family 15 member 3	-0.53	3.544
219595_at	ZNF26	zinc finger protein 26	-0.263	2.781
219600_s_at	TMEM50B	transmembrane protein 50B	-0.512	4.783
219606_at	PHF20L1	PHD finger protein 20-like 1	-0.271	3.504
219611_s_at	CEP85	centrosomal protein 85	-0.232	3.041
219620_x_at	TOR4A	torsin family 4 member A	-0.418	2.858
219623_at	ACTR5	ARP5 actin-related protein 5 homolog	0.219	2.392
219640_at	CLDN15	claudin 15	0.227	2.338
219649_at	ALG6	ALG6, alpha-1,3-glucosyltransferase	-0.179	2.554
219653_at	LSM14B	LSM family member 14B	0.413	3.405
219657_s_at	KLF3	Kruppel like factor 3	-0.67	4.494
219658_at	PTCD2	pentatricopeptide repeat domain 2	0.422	2.671
219661_at	RANBP17	RAN binding protein 17	0.125	2.418
219666_at	MS4A6A	membrane spanning 4-domains A6A	-0.319	2.321
219667_s_at	BANK1	B-cell scaffold protein with ankyrin repeats 1	1.575	4.993
219670_at	BEND5	BEN domain containing 5	0.695	2.802
219672_at	AHSP	alpha hemoglobin stabilizing protein	2.043	4.466
219694_at	FAM105A	family with sequence similarity 105 member A	-0.304	2.092
219696_at	DENND1B	DENN domain containing 1B	-0.525	3.526
219709_x_at	FAM173A	family with sequence similarity 173 member A	-0.393	2.882
219716_at	APOL6	apolipoprotein L6	-0.391	3.039
219724_s_at	TESPA1	thymocyte expressed, positive selection associated 1	0.49	2.527
219730_at	LOC100996782///MED18	mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18	-0.762	5.686
219737_s_at	PCDH9	protocadherin 9	1.836	3.907
219746_at	DPF3	double PHD fingers 3	0.233	3.335
219751_at	SETD6	SET domain containing 6	0.622	2.503
219753_at	STAG3	stromal antigen 3	1.022	4.127
219754_at	RBM41	RNA binding motif protein 41	1.055	5.652
219757_s_at	TMEM260	transmembrane protein 260	0.352	2.482
219767_s_at	CRYZL1	crystallin zeta like 1	0.23	3.662
219788_at	PILRA	paired immunoglobin like type 2 receptor alpha	-0.832	5.456
219797_at	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	0.395	2.43
219806_s_at	SMCO4	single-pass membrane protein with coiled-coil domains 4	-0.34	2.311
219807_x_at	MIA-RAB4B///RAB4B	MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family	-0.212	2.246
219814_at	MBNL3	muscleblind like splicing regulator 3	0.64	2.312
219820_at	SLC6A16	solute carrier family 6 member 16	0.528	3.269
219834_at	CARF	calcium responsive transcription factor	-0.304	2.11
219840_s_at	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)	0.383	2.605
219843_at	IPP	intracisternal A particle-promoted polypeptide	0.558	2.954
219846_at	GON4L	gon-4 like	0.262	3.272
219858_s_at	MFSD6	major facilitator superfamily domain containing 6	-0.558	3.929
219872_at	FAM198B	family with sequence similarity 198 member B	-1.264	5.865
219876_s_at	GOLGA2P5	golgin A2 pseudogene 5	0.497	4.26
219878_s_at	KLF13	Kruppel like factor 13	1.826	5.772
219883_at	TEX40	testis expressed 40	0.127	2.773
219889_at	FRAT1	frequently rearranged in advanced T-cell lymphomas 1	-0.415	2.547
219891_at	PGPEP1	pyroglutamyl-peptidase I	-0.473	4.648
219892_at	TM6SF1	transmembrane 6 superfamily member 1	-0.634	3.416
219916_s_at	RNF39	ring finger protein 39	0.191	2.549
219917_at	ZCCHC4	zinc finger CCHC-type containing 4	-0.538	3.946
219921_s_at	DOCK5	dedicator of cytokinesis 5	-0.242	3.236
219923_at	TRIM45	tripartite motif containing 45	0.206	2.171
219924_s_at	ZMYM6	zinc finger MYM-type containing 6	-0.306	2.276
219927_at	FCF1	FCF1 rRNA-processing protein	-0.594	3.599
219929_s_at	ZFYVE21	zinc finger FYVE-type containing 21	-0.556	3.264
219931_s_at	KLHL12	kelch like family member 12	-0.425	6.232
219938_s_at	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	-0.549	5.142
219939_s_at	CSDE1	cold shock domain containing E1	-0.641	6.58
219941_at	TMEM19	transmembrane protein 19	-0.452	3.379
219944_at	CLIP4	CAP-Gly domain containing linker protein family member 4	-0.626	5.544
219953_s_at	AKIP1	A-kinase interacting protein 1	-0.511	4.671
219956_at	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	-0.567	2.51
219969_at	TXLNG	taxilin gamma	-0.412	2.251
219980_at	ABHD18	abhydrolase domain containing 18	-0.551	5.12
219994_at	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	0.869	6.382
219997_s_at	COPS7B	COP9 signalosome subunit 7B	-0.403	2.774
220004_at	DDX43	DEAD-box helicase 43	-0.38	2.351
220016_at	AHNAK	AHNAK nucleoprotein	-0.319	2.426
220018_at	CBLL1	Cbl proto-oncogene like 1	0.376	4.82
220023_at	APOBR	apolipoprotein B receptor	-0.737	4.622
220028_at	ACVR2B	activin A receptor type 2B	0.288	2.679
220039_s_at	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	-0.515	2.57
220052_s_at	TINF2	TERF1 interacting nuclear factor 2	-0.384	4.3
220059_at	STAP1	signal transducing adaptor family member 1	1.73	6.239
220066_at	NOD2	nucleotide binding oligomerization domain containing 2	-0.477	3.737
220068_at	VPREB3	pre-B lymphocyte 3	1.693	5.242
220072_at	CSPP1	centrosome and spindle pole associated protein 1	1.481	5.303
220078_at	USP48	ubiquitin specific peptidase 48	0.327	3.056
220081_x_at	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	0.182	2.746
220088_at	C5AR1	complement component 5a receptor 1	0.44	2.765
220104_at	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	-0.435	2.348
220121_at	LINS1	lines homolog 1	0.48	2.673
220132_s_at	CLEC2D	C-type lectin domain family 2 member D	0.489	3.04
220145_at	MAP9	microtubule associated protein 9	0.601	4.369
220166_at	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	0.138	2.726
220172_at	DCAF17	DDB1 and CUL4 associated factor 17	-0.303	2.315
220173_at	BBOF1	basal body orientation factor 1	0.845	2.995
220189_s_at	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	-0.452	2.649
220198_s_at	EIF5A2	eukaryotic translation initiation factor 5A2	-0.462	3.087
220201_at	RC3H2	ring finger and CCCH-type domains 2	-0.345	2.733
220202_s_at	RC3H2	ring finger and CCCH-type domains 2	-0.167	2.212
220216_at	C8orf44	chromosome 8 open reading frame 44	-0.627	3.627
220219_s_at	LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A	leucine rich repeat containing 37 member A2///leucine rich repeat containing 37 member A3///leucine rich repeat containing 37 member A4, pseudogene///leucine rich repeat containing 37A	0.24	3.061
220221_at	VPS13D	vacuolar protein sorting 13 homolog D	0.651	2.991
220232_at	SCD5	stearoyl-CoA desaturase 5	-0.374	3.626
220235_s_at	LRIF1	ligand dependent nuclear receptor interacting factor 1	-0.353	2.218
220240_s_at	TMCO3	transmembrane and coiled-coil domains 3	-0.338	2.202
220243_at	ZBTB44	zinc finger and BTB domain containing 44	-0.697	3.149
220246_at	CAMK1D	calcium/calmodulin dependent protein kinase ID	0.451	3.953
220248_x_at	NSFL1C	NSFL1 cofactor	-0.252	3.504
220251_at	DIEXF	digestive organ expansion factor homolog (zebrafish)	-0.495	3.395
220285_at	ABHD17B	abhydrolase domain containing 17B	-0.773	6.02
220286_at	MTMR10	myotubularin related protein 10	0.233	2.157
220299_at	SPATA6	spermatogenesis associated 6	-0.253	2.331
220306_at	FAM46C	family with sequence similarity 46 member C	0.789	2.453
220307_at	CD244	CD244 molecule	-0.664	4.673
220308_at	CFAP45	cilia and flagella associated protein 45	0.325	3.267
220315_at	PARP11	poly(ADP-ribose) polymerase family member 11	0.556	3.703
